項次,業者名稱(市招),縣市,行政區,業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註
1970,士福美食股份有限公司,臺北市,內湖區,臺北市內湖區新明路193號、195號,-,114/10/1,GHP,合格,,,
1971,士福美食股份有限公司,臺北市,內湖區,臺北市內湖區新明路193號、195號,-,114/12/1,GHP,合格,,,
1972,冠冕盒餐食品股份有限公司,臺北市,內湖區,臺北市內湖區內湖路1段91巷38弄5、7號1樓,-,114/10/1,GHP,合格,,,
1973,冠冕盒餐食品股份有限公司,臺北市,內湖區,臺北市內湖區內湖路1段91巷38弄5、7號1樓,-,114/11/11,GHP,合格,,,
1974,第一餐盒股份有限公司,臺北市,南港區,臺北市南港區重陽路263巷8號,-,114/9/18,GHP,合格,,,
1975,第一餐盒股份有限公司,臺北市,南港區,臺北市南港區重陽路263巷8號,-,114/10/23,GHP,合格,,,
1976,宮保王食品有限公司,臺北市,南港區,臺北市南港區南港路3段149巷49弄12號、14號,-,114/9/18,GHP,合格,,,
1977,宮保王食品有限公司,臺北市,南港區,臺北市南港區南港路3段149巷49弄12號、14號,-,114/10/23,GHP,合格,,,
1978,鉅登團膳食品有限公司,臺北市,南港區,臺北市南港區南港路3段80巷32號2樓、地下,-,114/9/3,GHP,合格,,,
1979,鉅登團膳食品有限公司,臺北市,南港區,臺北市南港區南港路3段80巷32號2樓、地下,-,114/9/18,GHP,合格,,,
1980,榮彬食品有限公司,臺北市,士林區,臺北市士林區福港街110巷1弄2之1號,-,114/9/22,GHP,合格,,,
1981,榮彬食品有限公司,臺北市,士林區,臺北市士林區福港街110巷1弄2之1號,-,114/11/21,GHP,合格,,,
2251,天仁餐盒有限公司,臺北市,內湖區,臺北市內湖區新明路321巷10弄8、10、12號1樓,奶油雞丁桶餐,114/9/25,食品中微生物,合格,,,
2252,士福美食股份有限公司,臺北市,內湖區,臺北市內湖區新明路193號、195號,唐揚雞桶餐,114/9/25,食品中微生物,合格,,,
2253,冠冕盒餐食品股份有限公司,臺北市,內湖區,臺北市內湖區內湖路1段91巷38弄5、7號1樓,沙茶肉片便當,114/10/1,食品中微生物,合格,,,
2254,第一餐盒股份有限公司,臺北市,南港區,臺北市南港區重陽路263巷8號,嘉義雞肉飯便當,114/9/18,食品中微生物,合格,,,
2255,宮保王食品有限公司,臺北市,南港區,臺北市南港區南港路3段149巷49弄12號、14號,泡菜肉片便當,114/9/18,食品中微生物,合格,,,
2256,鉅登團膳食品有限公司,臺北市,南港區,臺北市南港區南港路3段80巷32號2樓、地下,洋蔥雞丁便當,114/9/18,食品中微生物,合格,,,
2257,榮彬食品有限公司,臺北市,士林區,臺北市士林區福港街110巷1弄2之1號,和風醬燒豬香鬆飯,114/9/22,食品中微生物,合格,,,
2514,天仁餐盒有限公司,臺北市,內湖區,臺北市內湖區新明路321巷10弄8、10、12號1樓,豬絞肉,114/12/15,動物用藥殘留,合格,,,
2515,士福美食股份有限公司,臺北市,內湖區,臺北市內湖區新明路193號、195號,豬柳條,114/12/15,動物用藥殘留,合格,,,
2516,冠冕盒餐食品股份有限公司,臺北市,內湖區,臺北市內湖區內湖路1段91巷38弄5、7號1樓,肉片,114/12/15,動物用藥殘留,合格,,,
2517,第一餐盒股份有限公司,臺北市,南港區,臺北市南港區重陽路263巷8號,絞肉B,114/12/16,動物用藥殘留,合格,,,
2518,宮保王食品有限公司,臺北市,南港區,臺北市南港區南港路3段149巷49弄12號、14號,前腿絞肉,114/12/16,動物用藥殘留,合格,,,
2519,榮彬食品有限公司,臺北市,士林區,臺北市士林區福港街110巷1弄2之1號,前腿肉片,114/12/16,動物用藥殘留,合格,,,
2584,天仁餐盒有限公司,臺北市,內湖區,臺北市內湖區新明路321巷10弄8、10、12號1樓,絞肉,114/9/25,豬肉原產地標示,合格,,,
2585,士福美食股份有限公司,臺北市,內湖區,臺北市內湖區新明路193號、195號,肉角,114/9/25,豬肉原產地標示,合格,,,
2586,冠冕盒餐食品股份有限公司,臺北市,內湖區,臺北市內湖區內湖路1段91巷38弄5、7號1樓,沙茶肉片,114/10/1,豬肉原產地標示,合格,,,
2587,第一餐盒股份有限公司,臺北市,南港區,臺北市南港區重陽路263巷8號,腿肉片,114/9/18,豬肉原產地標示,合格,,,
2588,宮保王食品有限公司,臺北市,南港區,臺北市南港區南港路3段149巷49弄12號、14號,後腿肉片(立大豬肉片CAS),114/9/18,豬肉原產地標示,合格,,,
2589,鉅登團膳食品有限公司,臺北市,南港區,臺北市南港區南港路3段80巷32號2樓、地下,肉絲(津谷),114/9/18,豬肉原產地標示,合格,,,
2590,榮彬食品有限公司,臺北市,士林區,臺北市士林區福港街110巷1弄2之1號,和風醬燒豬,114/9/22,豬肉原產地標示,合格,,,
2847,鉅登團膳食品有限公司,臺北市,南港區,臺北市南港區南港路3段80巷32號2樓、地下,非基改干片,114/12/16,防腐劑、著色劑、殺菌劑,合格,,,
2862,全聯實業股份有限公司南湖分公司(大全聯內湖店),臺北市,內湖區,臺北市內湖區舊宗路1段188號1至4樓,聯國蔓越莓乾,114/11/4,真菌毒素,合格,,,—
2863,全聯實業股份有限公司南湖分公司(大全聯內湖店),臺北市,內湖區,臺北市內湖區舊宗路1段188號1至4樓,義美好食瓶香脆花生,114/11/4,真菌毒素,合格,,,—
2864,全聯實業股份有限公司南湖分公司(大全聯內湖店),臺北市,內湖區,臺北市內湖區舊宗路1段188號1至4樓,精選手工通心白蓮,114/11/4,真菌毒素,合格,,,—
2865,好市多股份有限公司內湖分公司(COSTCO),臺北市,內湖區,臺北市內湖區舊宗路1段268號、民善街255號,KirklandSignature科克蘭精選鹽味烘烤花生仁,114/11/4,真菌毒素,合格,,,—
2866,好市多股份有限公司內湖分公司(COSTCO),臺北市,內湖區,臺北市內湖區舊宗路1段268號、民善街255號,KirklandSignature科克蘭辣椒,114/11/4,真菌毒素,合格,,,—
2867,家福股份有限公司台北內湖分公司(家樂福內湖店),臺北市,內湖區,臺北市內湖區民善街88號,紅辣椒粉ChiliPowder,114/11/4,真菌毒素,合格,,,—
2868,合盛行,臺北市,大同區,臺北市大同區迪化街1段193號,紅麴米,114/11/4,真菌毒素,合格,,,—
2869,不老客家傳統麻糬,臺北市,中山區,臺北市中山區松江路297巷,花生粉,114/11/4,真菌毒素,合格,,,—
2870,禾溢承精緻潤餅民族濱江店,臺北市,中山區,臺北市中山區五常街43號,花生粉,114/11/4,真菌毒素,合格,,,—
2871,家福股份有限公司台北重慶分公司(家樂福重慶店),臺北市,大同區,臺北市大同區重慶北路2段171號,黃豆,114/11/4,真菌毒素,合格,,,—
2872,家福股份有限公司台北重慶分公司(家樂福重慶店),臺北市,大同區,臺北市大同區重慶北路2段171號,良農非基改黃豆,114/11/4,真菌毒素,合格,,,—
2873,棋美點心屋,臺北市,大安區,臺北市大安區復興南路2段292號1樓,朝天椒細粉,114/11/5,真菌毒素,合格,,,—
2874,媽媽好國際股份有限公司莊敬營業所,臺北市,信義區,臺北市信義區莊敬路399號,明治嬰兒配方食品(新配方),114/11/5,真菌毒素,合格,,,嬰幼兒食品
2875,媽媽好國際股份有限公司莊敬營業所,臺北市,信義區,臺北市信義區莊敬路399號,EnfaA+優生無乳糖嬰兒配方,114/11/5,真菌毒素,合格,,,嬰幼兒食品
2876,悠旅生活事業股份有限公司臺北市第69分公司(星巴克南海門市),臺北市,中正區,臺北市中正區南海路20號,摩卡可可粉(新),114/11/5,真菌毒素,合格,,,—
2877,全聯實業股份有限公司六合營業所,臺北市,信義區,臺北市信義區松仁路240巷19號1、2樓,杏仁果,114/11/5,真菌毒素,合格,,,—
2878,全聯實業股份有限公司六合營業所,臺北市,信義區,臺北市信義區松仁路240巷19號1、2樓,珍珠開心果,114/11/5,真菌毒素,合格,,,—
2879,禾秝號(雪球咖啡南門店),臺北市,中正區,臺北市中正區南海路2巷2號,戴菲小鷹高脂可可粉,114/11/5,真菌毒素,合格,,,—
2880,三水花生行,臺北市,萬華區,臺北市萬華區和平西路3段81巷3號,花生粉,114/11/5,真菌毒素,合格,,,—
2881,韻宇有公司(巧婦超市),臺北市,萬華區,臺北市萬華區西昌街143號,韓式起司米餅,114/11/5,真菌毒素,合格,,,—
2882,韻宇有公司(巧婦超市),臺北市,萬華區,臺北市萬華區西昌街143號,大袖振豆米果,114/11/5,真菌毒素,合格,,,—
2883,名杉莊企業有限公司(梅莊糖菓行),臺北市,士林區,臺北市士林區大北路105號,戰船牌玉米粉,114/11/5,真菌毒素,合格,,,—
2884,名杉莊企業有限公司(梅莊糖菓行),臺北市,士林區,臺北市士林區大北路105號,三色花生糖,114/11/5,真菌毒素,合格,,,—
2885,統一超商185分公司,臺北市,北投區,臺北市北投區自強街82號,泰山玄米油,114/11/5,真菌毒素,合格,,,—
2886,統一超商185分公司,臺北市,北投區,臺北市北投區自強街82號,泰山純芥花油,114/11/5,真菌毒素,合格,,,—
2887,家福股份有限公司士林華聲分公司,臺北市,士林區,臺北市士林區華聲街17號,unifoodie土地公綜合花生糖,114/11/5,真菌毒素,合格,,,—
2888,家福股份有限公司士林華聲分公司,臺北市,士林區,臺北市士林區華聲街17號,玉米粉,114/11/5,真菌毒素,合格,,,—
3048,義美股份有限公司台北南港分公司,臺北市,南港區,臺北市南港區興華路66號,義美顆粒花生醬(鹹香風味),114/12/3,真菌毒素,合格,,,—
3049,義美食品股份有限公司台北南港分公司,臺北市,南港區,臺北市南港區興華路66號,花生軟糖(袋裝),114/12/3,真菌毒素,合格,,,—
3050,義美食品股份有限公司台北南港分公司,臺北市,南港區,臺北市南港區興華路66號,花生酥糖,114/12/3,真菌毒素,合格,,,—
3153,家福股份有限公司台北內湖分公司,臺北市,內湖區,臺北市內湖區民善街88號,雅媽吉味醂風調味料,114/1/2,放射性核種,合格,,,
3155,家福股份有限公司台北內湖分公司,臺北市,內湖區,臺北市內湖區民善街88號,青森150蜜富士1Kg袋裝,114/1/2,放射性核種,合格,,,
3157,家福股份有限公司台北內湖分公司,臺北市,內湖區,臺北市內湖區民善街88號,北海道山藥,114/1/2,放射性核種,合格,,,
3159,安琪兒百貨有限公司內湖一店,臺北市,內湖區,臺北市內湖區文德路36號1樓,明治嬰兒配方食品(新配方)罐裝,114/1/2,放射性核種,合格,,,嬰幼兒食品類
3161,安琪兒百貨有限公司內湖一店,臺北市,內湖區,臺北市內湖區文德路36號1樓,明治嬰兒配方食品(新配方)(盒裝),114/1/2,放射性核種,合格,,,嬰幼兒食品類
3163,新光三越百貨股份有限公司台北南西分公司,臺北市,中山區,臺北市中山區南京西路12號地下1樓至地下4樓、1樓至10樓,雅媽吉鰹魚淡色濃縮高湯,114/2/3,放射性核種,合格,,,
3165,新光三越百貨股份有限公司台北南西分公司,臺北市,中山區,臺北市中山區南京西路12號地下1樓至地下4樓、1樓至10樓,LDC熊野古道礦泉水,114/2/3,放射性核種,合格,,,
3167,家福股份有限公司台北重慶分公司,臺北市,大同區,臺北市大同區重慶北路2段171號,北海道花魚一夜干,114/2/3,放射性核種,合格,,,
3169,家福股份有限公司台北重慶分公司,臺北市,大同區,臺北市大同區重慶北路2段171號,冷凍蒸熟牡蠣肉,114/2/3,放射性核種,合格,,,
3171,家福股份有限公司台北重慶分公司,臺北市,大同區,臺北市大同區重慶北路2段171號,大黑本菇,114/2/3,放射性核種,合格,,,
3173,新光三越百貨股份有限公司台北南西分公司(無印良品南西門市),臺北市,中山區,臺北市中山區南京西路12號地下1樓,懷舊雞蛋餅乾球,114/2/3,放射性核種,合格,,,
3175,新光三越百貨股份有限公司台北南西分公司(無印良品南西門市),臺北市,中山區,臺北市中山區南京西路12號地下1樓,大袋番薯條,114/2/3,放射性核種,合格,,,
3177,全聯實業股份有限公司北投吉利分公司,臺北市,北投區,臺北市北投區吉利街125號1樓,福樂頂級片狀起司(莫札瑞拉),114/2/26,放射性核種,合格,,,
3179,全聯實業股份有限公司北投吉利分公司,臺北市,北投區,臺北市北投區吉利街125號1樓,福樂頂級片狀起司(經典原味),114/2/26,放射性核種,合格,,,
3181,全聯實業股份有限公司北投吉利分公司,臺北市,北投區,臺北市北投區吉利街125號1樓,日本青森金星蘋果,114/2/26,放射性核種,合格,,,
3183,統康生活事業股份有限公司台北大葉分公司(MiaC'bon),臺北市,士林區,臺北市士林區忠誠路2段55號B1,創意一品五入包麵-醬油風味,114/2/26,放射性核種,合格,,,
3185,統康生活事業股份有限公司台北大葉分公司(MiaC'bon),臺北市,士林區,臺北市士林區忠誠路2段55號B1,青甘下巴,114/2/26,放射性核種,合格,,,
3187,台灣大創百貨股份有限公司士林中正店,臺北市,士林區,臺北市士林區中正路302號,mistio碳酸飲料-葡萄風味,114/2/26,放射性核種,合格,,,
3189,台灣大創百貨股份有限公司士林中正店,臺北市,士林區,臺北市士林區中正路302號,山本炒麵,114/2/26,放射性核種,合格,,,
3191,微風廣場實業股份有限公司微風超市(微風廣場店),臺北市,松山區,臺北市松山區復興南路1段39號,四葉特選鮮乳,114/3/27,放射性核種,合格,,,
3193,微風廣場實業股份有限公司微風超市(微風廣場店),臺北市,松山區,臺北市松山區復興南路1段39號,特選北海道牛奶(保久乳),114/3/27,放射性核種,合格,,,
3195,微風廣場實業股份有限公司微風超市(微風廣場店),臺北市,松山區,臺北市松山區復興南路1段39號,青森縣套袋富士蘋果2粒,114/3/27,放射性核種,合格,,,
3197,台灣泛亞零售管理顧問股份有限公司南港分公司,臺北市,南港區,臺北市南港區忠孝東路7段359號3樓,𩸽魚一夜干,114/3/27,放射性核種,合格,,,
3199,台灣泛亞零售管理顧問股份有限公司南港分公司,臺北市,南港區,臺北市南港區忠孝東路7段359號3樓,熟凍紅眼雪蟹,114/3/27,放射性核種,合格,,,
3201,台灣泛亞零售管理顧問股份有限公司南港分公司,臺北市,南港區,臺北市南港區忠孝東路7段359號3樓,日本愛媛縣甘平橘(盒/袋),114/3/27,放射性核種,合格,,,
3203,日商樂筆亞股份有限公司台灣分公司LaLaPort南港店,臺北市,南港區,臺北市南港區經貿二路131號B1樓,枥木草莓,114/3/27,放射性核種,合格,,,
3205,台灣全農國際股份有限公司,臺北市,中山區,臺北市中山區德惠街2號,八朔柑橘,114/4/30,放射性核種,合格,,,
3207,台灣全農國際股份有限公司,臺北市,中山區,臺北市中山區德惠街2號,柴田手作烤肉用醬芝麻風味,114/4/30,放射性核種,合格,,,
3209,永豐餘生技股份有限公司圓山分公司(GREENandSAFE圓山店),臺北市,中山區,臺北市中山區中山北路三段51-3號,日本北海道冷凍干貝(2S),114/4/30,放射性核種,合格,,,
3211,永豐餘生技股份有限公司圓山分公司(GREENandSAFE圓山店),臺北市,中山區,臺北市中山區中山北路三段51-3號,「味鰻」蒲燒鰻魚,114/4/30,放射性核種,合格,,,
3213,全聯實業股份有限公司中山吉村分公司,臺北市,中山區,臺北市中山區吉林路213號,大昌日本秘傳燒肉醬-五倍蒜味,114/4/30,放射性核種,合格,,,
3215,全聯實業股份有限公司中山吉村分公司,臺北市,中山區,臺北市中山區吉林路213號,日本IRIS富士山礦泉水,114/4/30,放射性核種,合格,,,
3217,全聯實業股份有限公司中山吉村分公司,臺北市,中山區,臺北市中山區吉林路213號,白米,114/4/30,放射性核種,合格,,,
3219,新光三越百貨股份有限公司台北站前分公司(地下2樓超市),臺北市,中正區,臺北市中正區忠孝西路1段66號地下2樓,乳球小粒燒菓子(蛋酥),114/6/2,放射性核種,合格,,,嬰幼兒食品類
3221,新光三越百貨股份有限公司台北站前分公司(地下2樓超市),臺北市,中正區,臺北市中正區忠孝西路1段66號地下2樓,伊藤盒裝牛奶蛋酥,114/6/2,放射性核種,合格,,,嬰幼兒食品類
3223,新光三越百貨股份有限公司台北站前分公司(地下2樓超市),臺北市,中正區,臺北市中正區忠孝西路1段66號地下2樓,和光堂-蘋果汁,114/6/2,放射性核種,合格,,,
3225,台灣松本清股份有限公司,臺北市,中正區,臺北市中正區忠孝西路1段49號B1F,MK小麥素麵,114/6/2,放射性核種,合格,,,
3227,台灣大創百貨股份有限公司台北站前分公司,臺北市,中正區,臺北市中正區許昌街28號,麗美礦泉水,114/6/2,放射性核種,合格,,,
3229,台灣大創百貨股份有限公司台北站前分公司,臺北市,中正區,臺北市中正區許昌街28號,吾輩細麵,114/6/2,放射性核種,合格,,,
